SO2,NO,NOx,NO2,CO,O3,THC,CH4,NMHC,PM10,PM2.5,WS,WD,AT,RH 
1.1,2.4,10.5,8.1,0.75,13.5,2.5,2.3,0.3,27,6,0.5,198,27.7,78.2
0.5,1.8,8,6.2,0.43,14.8,2.4,2.3,0.2,25,5,0.3,166,27.4,77.5
0.6,2.2,9,6.8,0.43,15.9,2.5,2.3,0.1,20,3,0.3,94,27.2,77.5
0.3,1.7,7.2,5.5,0.41,12.1,2.6,2.3,0.2,25,3,0.4,154,27.2,76.3
0.9,3.6,11.8,8.2,0.68,8.8,2.5,2.4,0.2,34,8,0.4,184,26.9,79.6
0.4,5.7,13.5,7.9,0.58,10.1,2.5,2.3,0.1,27,3,0.5,68,27.7,72.4
0.5,13.6,22.6,9,0.84,12.3,2.6,2.4,0.2,27,3,0.8,186,28.8,68.2
0.7,21.8,34.1,12.3,0.84,15.1,2.5,2.3,0.2,42,12,1.2,177,30.2,64.1
0.6,17.6,32.4,14.7,0.76,26.2,2.5,2.3,0.2,29,8,1.3,167,31.9,59.5
0.6,8.7,20.7,12,0.62,34.9,2.8,2.3,0.4,29,12,1.3,184,32.7,58.4
0.7,5.5,16,10.5,0.61,40.2,2.6,2.3,0.2,27,11,1.3,191,33.3,55.8
0.9,4.1,13.8,9.7,0.57,47.2,2.7,2.4,0.4,35,14,1.1,213,34.3,53.9
1,3,12.3,9.3,0.55,47,2.9,2.3,0.6,43,13,1,266,33.7,59.4
1,2.1,11.4,9.3,0.51,35.6,2.9,2.3,0.6,27,6,0.8,301,32.6,61.3
0.7,5.4,21.6,16.2,0.68,26,2.6,2.3,0.3,27,14,1,104,28.2,84.9
0.3,4.2,20,15.8,0.66,22.5,2.5,2.3,0.2,22,5,1,59,26.2,92.4
0.4,3.4,22.5,19,0.7,18.8,2.6,2.3,0.3,16,5,0.8,42,26.9,87.3
0.4,3.6,15.4,11.8,0.66,27.5,2.6,2.3,0.3,17,6,1.1,345,25.5,89.2
0.3,2.4,17.1,14.8,0.59,32,2.4,2.2,0.2,10,5,0.9,57,24.8,88.5
0.4,2,19.6,17.6,0.69,25.6,2.5,2.2,0.3,15,7,0.2,24,25.5,85.6
0.4,6,32,26.1,1,15.2,2.8,2.3,0.5,27,12,0.3,115,25.7,87.1
0.6,4,21.7,17.7,0.69,14.8,2.8,2.4,0.4,27,4,0.2,75,25.8,88.5
0.4,8,22.4,14.4,0.71,12.2,2.5,2.3,0.2,22,10,0.3,134,25.9,88.8
0.4,2.5,12.8,10.4,0.53,12.2,2.5,2.3,0.2,26,7,0.2,266,25.9,88.9
0.4,1.9,11.4,9.5,0.49,11.1,2.5,2.3,0.2,23,3,0.3,72,25.7,88.3
0.5,1.4,8.5,7.1,0.43,12,2.5,2.3,0.2,27,3,0.2,74,25.4,87.1
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,5.1,13.9,8.8,1.15,7.1,2.6,2.4,0.2,27,6,0.2,59,25.3,87.6
0.3,5.9,13.6,7.7,0.6,9.6,2.6,2.4,0.2,24,4,0.4,44,26.1,80.6
0.4,14.6,24.7,10.2,0.85,14.5,2.7,2.5,0.3,34,12,0.7,186,27.9,74.4
0.5,8.2,16.8,8.6,0.74,19.2,2.7,2.6,0.2,24,8,0.7,191,28.6,71.8
0.4,7.6,16.6,9,-,26,2.6,2.4,0.2,21,9,1,192,30.5,63.9
-,4.9,11.5,6.6,0.62,37.7,2.5,2.3,0.2,17,8,0.8,178,32.2,56.2
1.5,3.3,10.1,6.8,0.62,48.1,2.4,2.3,0.1,20,12,0.8,237,33,53.4
1.1,2.4,10.2,7.7,0.56,56.8,2.5,2.3,0.2,27,10,1,281,32.7,61.8
1.1,2.3,9.3,7,0.52,48.8,2.5,2.3,0.1,31,12,1.1,299,33,59.9
0.8,2.4,8.7,6.3,0.46,42.9,2.5,2.3,0.2,17,8,1,291,33.2,55.3
3.1,4.1,17.1,13,0.64,32.3,2.4,2.2,0.2,24,11,1,296,32.6,58.1
4.3,4.6,20.1,15.5,0.65,26,2.4,2.2,0.2,25,6,0.7,295,32.4,59.6
3,3,19,16,0.67,22.6,2.5,2.2,0.2,26,8,0.5,287,31.6,62.6
4.9,13.2,33.2,20,1.04,13.7,2.5,2.3,0.3,26,13,0.8,189,30.2,72.5
0.7,14.1,32.3,18.3,0.9,13.6,2.5,2.3,0.2,22,11,0.8,159,28.6,78.4
0.6,9.2,24.9,15.7,0.85,15.9,2.5,2.3,0.2,18,9,0.8,182,28.4,77.1
0.6,5.6,17.7,12.1,0.66,19.9,2.4,2.3,0.2,21,14,0.7,193,28.2,76.4
0.8,3.1,19.5,16.5,0.7,20.5,2.8,2.5,0.3,28,14,0.3,192,28,81.8
0.5,5.5,15.4,9.9,0.59,11.3,2.8,2.6,0.2,23,14,0.3,149,27.7,81.2
1,3.6,14.7,11.1,0.65,9,2.6,2.4,0.2,32,13,0.5,189,27.4,83.6
0.6,2.5,11.2,8.7,0.74,9.4,2.5,2.3,0.2,31,8,0.4,184,26.8,84.6
0.5,1.7,8.2,6.5,0.48,11,2.6,2.3,0.2,28,7,0.4,133,26.8,83.9
0.3,1.5,8.2,6.7,0.47,15.4,2.6,2.4,0.2,27,12,0.3,56,26.7,83.1
0.2,1.3,7.1,5.8,0.49,12,2.5,2.3,0.2,32,8,0.7,39,26.5,81.7
1,3.4,13.4,10,0.78,9.5,2.8,2.5,0.2,33,19,0.8,187,26.2,84.1
0.7,10.5,21.6,11.2,0.77,10.4,2.8,2.5,0.2,33,12,0.5,76,27,81.9
0.7,15.8,30.1,14.3,1.05,14.3,2.7,2.4,0.3,28,9,0.5,66,29,69.7
0.8,14.6,34.3,19.8,0.98,24.1,2.7,2.4,0.3,31,10,0.8,79,30.7,62.9
0.8,8.8,27.8,19,0.76,38.5,2.8,2.4,0.4,27,11,0.7,299,32,58.2
0.7,5,20.5,15.5,0.55,51.5,2.7,2.3,0.3,31,8,0.9,324,33,53.5
0.6,3.4,15.3,11.9,0.53,52.3,2.9,2.3,0.6,31,15,1,301,33.4,52.3
0.6,3.4,16.1,12.7,0.61,53,2.9,2.3,0.6,28,17,1.2,301,33.9,54.6
0.6,3.6,14.8,11.1,0.57,53,2.7,2.3,0.4,27,17,1,318,34.4,54.5
0.6,3.6,16.1,12.6,0.59,50.2,2.7,2.3,0.4,50,14,1.1,334,34.5,55
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
0.9,3.2,20.6,17.4,0.71,38.8,2.7,2.3,0.4,42,22,0.7,9,32.3,64.6
0.7,2.5,20.4,17.9,0.82,38.2,2.6,2.3,0.3,38,20,0.6,14,31.7,67.3
0.6,2.1,20.3,18.2,0.78,33.8,2.6,2.3,0.3,41,16,0.3,36,31.3,69.8
0.7,13.4,42.4,29,1.19,16.5,3,2.4,0.5,47,22,0.8,160,30.8,72.6
0.8,19.4,45.2,25.8,1.14,10.4,3,2.4,0.6,48,18,0.9,177,30.3,74
1,6.2,24.8,18.6,1.04,16.1,2.7,2.4,0.3,45,24,1,191,29.8,75.9
1.5,4.7,20.4,15.7,0.93,17.8,2.8,2.5,0.3,44,21,1,191,29.4,79.1
1.7,3.3,14.4,11.1,0.78,20.3,2.5,2.4,0.1,44,20,0.9,187,29.2,78.9
1.5,2.9,14.5,11.5,0.4,19.4,2.4,2.3,0.2,46,22,0.6,170,29.2,78.9
1.3,1.5,9.6,8,0.36,22.9,2.4,2.3,0.1,47,23,0.5,158,28.9,79.5
1,1.5,9.7,8.2,0.33,31.5,2.4,2.3,0.1,42,38,0.2,122,28.8,79.7
0.7,1.5,10.1,8.6,0.47,18.2,2.6,2.4,0.2,49,28,0.2,112,28.4,81.5
0.7,1.5,10.5,9.1,0.57,14.5,2.8,2.6,0.2,48,27,0.4,69,28,82.7
0.4,4.5,16,11.5,0.74,15.1,3.1,2.9,0.3,45,29,0.5,73,28.4,79.7
0.5,17.6,34,16.4,1.31,17.9,2.8,2.5,0.3,43,23,0.6,112,30.1,70.3
1.2,15.1,34.2,19.2,0.97,32.6,2.9,2.4,0.5,53,28,0.9,200,31.3,66.8
0.8,9.1,27.9,18.9,0.73,45.7,2.8,2.4,0.4,56,27,0.9,188,32,63
0.7,6.4,27.3,20.9,0.69,59.8,3,2.4,0.6,53,29,1.1,205,33,59.4
0.6,3.7,23,19.3,0.68,79.1,2.9,2.4,0.6,64,35,0.7,248,33.8,59.1
1.3,2.6,19.8,17.1,0.68,73.2,2.7,2.3,0.4,66,28,0.8,261,34.5,57.8
2,2.5,15,12.5,0.52,74.4,2.7,2.2,0.4,61,28,1.1,292,34.6,58.1
2.3,-,-,-,-,64.8,2.8,2.3,0.5,-,-,0.9,289,35,55.8
-,-,29.8,24.4,0.75,-,3.2,2.3,0.8,57,19,0.9,311,34.9,56
-,4.6,27,22.3,0.79,49.5,-,-,-,60,20,0.8,285,33.8,60.3
2,17.7,42.3,24.6,1.25,22.1,2.6,2,0.6,46,16,1.3,165,29.2,73.9
0.7,19.9,43.5,23.6,1.41,13.4,2.9,2.2,0.7,38,7,0.9,179,28.5,70.7
1,16.6,38.5,22,1.06,11.5,3,2.4,0.6,38,9,0.7,181,28,75.7
0.4,11.7,30.1,18.4,0.94,10.7,2.5,2.3,0.3,37,9,0.5,162,28.2,73.1
0.8,6.8,23.3,16.5,0.9,12.9,2.8,2.3,0.4,31,9,0.5,152,28.6,71.4
0.4,6.8,22,15.2,0.86,13.8,2.5,2.3,0.2,31,5,0.7,185,28.6,73
0.4,3.9,15.4,11.5,0.73,15.1,2.5,2.2,0.2,25,7,0.5,194,28.4,75.9
0.5,3.5,14.3,10.8,0.59,17,2.4,2.2,0.2,29,8,0.5,51,28.3,76.6
0.5,1.7,8.9,7.2,0.57,19.6,2.3,2.2,0.1,30,14,0.5,154,28,76.9
0.5,1.5,8.3,6.9,0.54,18.1,2.3,2.2,0.1,31,3,0.3,85,27.7,78.7
0.5,1.7,8.3,6.5,0.5,-,2.5,2.2,0.2,31,7,0.4,185,27.9,78.8
0.6,2,11,9,0.57,15.9,2.5,2.4,0.1,34,14,0.2,92,27.8,80.6
0.7,1.6,8.5,6.9,0.54,19.9,2.3,2.2,0.1,32,8,0.4,35,28.1,76
0.8,9.3,25.8,16.5,0.89,16.8,2.5,2.3,0.2,28,15,0.4,110,28.9,72.7
1.5,24.8,45.5,20.7,1.67,17.9,2.7,2.3,0.4,43,14,0.7,176,29.9,70.3
1.3,25.8,47.7,21.8,1.4,18.5,2.7,2.2,0.4,39,14,0.8,175,31.2,64.8
1.6,14.1,31.1,17,0.71,23.8,2.7,2.2,0.5,39,8,0.7,201,32.4,58.7
1.4,8.2,27.3,19.1,0.7,34.1,2.8,2.2,0.6,41,6,0.8,212,32.9,57.6
1.5,2.9,15.5,12.5,0.6,34.1,3.6,2.2,1.4,33,10,0.9,300,32.1,59.9
1.5,3.3,14.8,11.5,0.77,30.5,2.8,2.2,0.6,28,9,0.8,296,32.7,57.6
1.1,3,12.6,9.5,0.66,34.6,3.1,2.1,1,29,8,1,296,32.9,54.8
2,3.5,15.2,11.7,0.71,33.9,3.1,2.1,1,33,8,0.9,298,32.8,57.1
7.4,7.4,28.8,21.4,0.84,21.8,2.8,2.2,0.6,34,8,1.4,28,30.6,65.4
0.9,28.6,58.6,30,1,14.6,2.4,2.2,0.3,32,12,0.9,158,26,84.3
0.8,21.6,45.9,24.3,1.37,15.9,2.4,2.1,0.3,33,9,1.2,163,26.7,81.6
0.5,9.7,30,20.3,1.09,19.4,2.9,2.2,0.7,25,5,0.5,145,27,80.2
2,11.6,32.5,20.9,1.09,14.7,3.1,2.3,0.8,27,7,0.7,198,26.7,83.8
0.6,10.1,30.3,20.2,0.96,12.3,2.5,2.3,0.2,33,14,0.4,152,26.8,82.5
0.5,6.2,20,13.8,0.76,12.9,2.5,2.3,0.3,28,6,0.5,129,26.8,81.3
0.9,3.3,16.9,13.6,0.61,11.6,2.5,2.2,0.3,29,14,0.2,125,26.8,82.2
0.8,4.3,15.7,11.5,0.62,11.6,2.5,2.3,0.2,33,6,0.4,193,26.8,82.9
0.9,3.2,14.5,11.3,0.68,10.7,2.3,2.2,0.1,32,4,0.2,152,26.6,82.4
0.4,2.3,11.5,9.3,0.59,11.6,2.3,2.2,0.1,30,7,0.5,180,26.6,82.7
0.4,3.7,14.3,10.5,0.62,8.8,2.4,2.2,0.1,32,5,0.2,143,26.4,84.5
0.8,2.1,10.2,8.1,0.64,-,2.3,2.2,0.2,37,6,0.5,193,26.4,83.8
-,2.5,11,8.5,0.74,10.5,2.4,2.3,0.1,35,5,0.3,150,26.4,83.9
0.6,2.7,10.4,7.8,0.49,9.2,2.5,2.4,0.1,36,8,0.3,61,26.3,82.1
0.6,9.5,20.7,11.2,0.72,9.2,2.5,2.3,0.2,36,7,0.4,95,27.5,75.1
0.8,19.7,35.5,15.8,1.26,13.6,2.7,2.3,0.4,34,4,0.5,131,29.2,67.2
1.4,26.2,47.3,21.1,1.12,16.3,3,2.5,0.5,42,12,0.9,188,29.6,68.7
1.5,10.6,35.8,25.3,0.81,35.8,2.7,2.4,0.4,52,13,0.8,212,30.8,65.3
2.5,5.5,32.4,26.9,0.86,46.6,2.8,2.3,0.4,58,21,0.6,285,30.8,67
4,6.9,35.3,28.4,0.8,34.2,3.7,2.2,1.5,58,23,0.8,228,29.6,76.4
1.6,19.6,52,32.4,1.08,26.2,3.1,2.1,1,49,21,2,182,26.5,92.7
1.7,8.3,36.5,28.2,0.9,30.5,3.5,2.1,1.4,51,17,1,304,26.5,93.7
0.9,20.1,54.8,34.7,0.94,28.4,2.5,2.1,0.5,35,13,0.5,65,26.5,92.8
0.8,6.3,29.8,23.5,0.79,40.6,2.5,2.1,0.5,40,13,0.5,106,29,81.3
1.5,12,43.4,31.4,1.11,39.1,3.7,2.3,1.5,48,21,0.8,191,30.6,73
2.8,11.8,42.2,30.4,1.51,29,3.1,2.3,0.7,53,24,1,199,30.7,70.1
0.7,7.4,29.6,22.2,0.88,32.5,2.3,2.1,0.2,39,14,1.3,127,26.1,90.8
0.4,10,37.6,27.7,1.04,23.5,2.4,2.1,0.2,28,8,0.4,148,25,93
0.9,2.1,21,18.9,0.76,26.1,3.1,2.2,0.9,23,8,0.2,305,25.1,92.9
0.9,11.7,39.3,27.5,0.97,14.6,2.7,2.3,0.4,32,16,0.6,184,25.5,91.4
0.4,7.9,26.7,18.8,0.8,14,2.6,2.3,0.2,31,3,0.4,71,25.5,90.4
0.3,2.8,11.9,9.1,0.49,18,2.3,2.2,0.1,28,3,0.2,87,25.4,89.7
0.5,2.9,17.2,14.3,0.61,15.1,2.5,2.2,0.2,15,1,0.1,280,25.4,90.6
0.8,1.9,14.2,12.3,0.81,14.8,2.5,2.3,0.2,24,6,0.1,108,25.3,90.6
0.3,1.2,10.4,9.3,0.58,14.8,2.6,2.3,0.3,24,7,0.1,98,25.3,90.4
0.3,2.2,12.6,10.4,0.59,-,2.9,2.5,0.4,22,8,0.3,174,25.3,90.4
0.2,1.8,10.2,8.5,0.54,11.1,2.7,2.5,0.1,29,8,0.3,86,25,90.7
-,2.4,10.9,8.4,0.58,9,2.9,2.8,0.1,22,3,0.3,53,24.8,89.4
0.2,7.5,18.5,11,0.71,9.5,2.4,2.2,0.2,25,4,0.3,48,25.7,84.2
0.2,11.2,23.3,12.1,0.9,14.4,2.4,2.2,0.2,26,10,0.2,69,27.6,74.4
0.3,13,31.3,18.3,1.04,23.3,2.5,2.3,0.2,33,7,0.5,136,29,68.9
0.8,11,30.3,19.2,0.94,37.9,2.8,2.3,0.5,35,4,1,198,30.2,64.2
0.4,4.9,19.8,14.9,0.78,52.1,2.6,2.3,0.3,38,7,0.7,250,31.6,59.3
0.3,3,16.2,13.2,0.73,60.9,2.9,2.3,0.6,35,15,0.6,287,31.8,59.4
4.3,2.5,19,16.5,0.86,57.9,3.4,2.2,1.2,43,19,0.7,297,31.9,60.6
6.5,4.2,25.5,21.4,1.17,60.1,2.4,2.1,0.3,51,22,0.6,274,32.4,60
0.9,2.2,15.4,13.3,0.73,56.5,2.3,2.1,0.2,38,13,0.7,344,32.7,58.9
0.5,3.5,16.8,13.3,0.7,54.1,2.3,2.1,0.2,38,13,0.8,336,33.5,56.8
0.4,3.4,14.5,11.1,0.64,42.5,2.3,2.1,0.2,36,6,0.9,331,33.4,59
0.5,3.8,17.2,13.3,0.72,34.5,2.3,2.1,0.2,35,3,0.9,339,32.6,60.7
0.6,2.4,17.2,14.8,0.76,29.7,2.3,2.2,0.1,29,2,0.6,8,31.5,64.2
0.5,3.5,21.2,17.7,0.79,23.3,2.3,2.1,0.2,36,3,0.4,33,30.7,69.8
0.3,7.4,30.4,22.9,0.93,22.2,2.4,2.2,0.3,30,12,0.6,165,30,73.5
0.3,7.6,25.8,18.2,1.01,21.9,2.5,2.3,0.2,32,9,1,190,29,81
0.2,5.3,21.6,16.3,0.98,21.7,2.6,2.3,0.3,38,11,0.6,188,28.9,81.1
0.2,5.4,23.1,17.8,0.84,19.9,2.5,2.4,0.2,38,14,0.5,166,28.5,82.7
0.2,2.2,14.4,12.1,0.66,21.9,2.5,2.3,0.2,32,15,0.3,164,28.3,82.4
0.1,1.9,11.2,9.4,0.58,18.9,2.6,2.4,0.2,40,17,0.2,79,27.8,84.2
0.3,1.7,10.2,8.4,0.57,18.4,2.4,2.3,0.2,45,21,0.3,163,27.6,84.7
0.4,1.6,9.9,8.3,0.51,-,2.4,2.2,0.1,38,10,0.2,84,27.3,84.7
0.4,2,9.5,7.5,0.61,15.6,2.5,2.4,0.1,41,15,0.2,161,27,85.4
-,2.3,11.3,9,0.77,11.9,2.6,2.4,0.2,47,17,0.5,186,27,86.7
0.4,9.8,23.3,13.6,0.87,8.6,2.6,2.4,0.2,42,15,0.3,141,27.2,85
0.6,11.1,23.1,12,0.88,19.3,2.4,2.3,0.1,47,12,0.5,139,28.7,77.1
0.8,8.3,20.1,11.9,0.82,34.6,2.3,2.1,0.1,42,11,0.9,165,30,72.5
0.7,4.7,14.3,9.5,0.77,42.1,2.2,2.1,0.1,38,18,0.9,176,31.3,66.1
0.7,4,13.5,9.5,0.71,54,2.3,2.2,0.1,41,10,1,199,32.7,59.3
0.6,2.1,9,6.9,0.63,59.4,2.3,2.3,0.1,51,16,1.2,191,33.3,57.3
0.9,2.5,10.4,7.9,0.76,68.7,2.4,2.3,0.1,49,23,1.4,197,34.2,54.4
1.1,2.4,12.1,9.7,0.82,80.2,2.5,2.4,0.1,64,24,1,259,34.8,57.4
1.2,1.5,8.9,7.4,0.79,74.6,2.4,2.3,0.1,63,25,0.8,294,34.8,57.8
1.1,1.9,9,7.1,0.72,60.9,2.3,2.2,0.1,44,18,1.1,296,34.4,57.2
1.2,1.9,13.3,11.4,0.74,55.6,2.2,2.1,0.1,40,14,1.2,31,31.6,69.3
1.1,3,17.1,14.1,0.79,46.3,2.3,2.2,0.1,38,18,0.9,65,31.2,70.7
1.4,6,25.2,19.2,1,37.5,2.3,2.2,0.1,40,14,0.6,77,31.3,71.2
0.6,6.6,26.8,20.2,1.02,30.1,2.3,2.2,0.1,40,17,0.8,174,30.7,72.8
0.5,5.5,24.1,18.6,1.01,27.2,2.3,2.2,0.2,37,13,0.6,162,30.1,75.3
0.6,2.4,16.8,14.4,0.89,21.3,2.4,2.3,0.1,33,13,0.5,55,29.4,78.5
0.6,2,14.2,12.2,0.77,20.8,2.3,2.2,0.1,42,15,0.5,52,29,79.6
0.5,2.1,12.2,10.1,0.73,23.7,2.5,2.4,0.1,37,10,0.4,172,29,79.7
0.5,1.9,11,9.1,0.61,20.6,2.6,2.5,0.1,44,17,0.3,98,28.7,81.3
0.5,1.2,8.8,7.6,0.59,19.5,2.3,2.2,0.1,39,15,0.4,64,28.4,81.1
0.6,1.3,7.6,6.2,0.58,21.9,2.4,2.2,0.2,46,14,0.4,109,28.2,80.4
0.7,1.3,8.7,7.4,0.6,-,2.5,2.4,0.2,43,13,0.3,154,28,83.6
0.7,1.5,8.8,7.2,0.63,17.8,2.7,2.6,0.1,47,15,0.4,53,27.8,82.6
-,1.4,9.3,7.9,0.72,15.5,2.7,2.6,0.1,45,20,0.3,124,27.6,83.4
0.6,6.6,21.4,14.9,0.81,11.3,2.6,2.5,0.1,38,19,0.4,66,27.8,83.3
0.9,21.8,40.8,19,1.64,15.5,2.7,2.5,0.3,47,14,0.5,166,28.9,78
1.3,24.8,47.2,22.4,1.37,16.7,2.5,2.2,0.3,50,17,0.8,171,30,73.5
1.5,14,32.8,18.8,0.81,30.4,2.5,2.2,0.3,51,14,1.1,182,31.1,69.7
1.1,8.5,25.2,16.7,0.76,42.8,2.6,2.2,0.4,48,16,1,197,32.1,65.1
1.1,8.7,26.3,17.6,0.81,49.9,2.7,2.3,0.4,54,24,1.2,196,32.4,64.7
-,2.6,17.4,14.7,0.76,61.3,2.9,2.3,0.6,-,-,0.9,258,33.2,63.1
-,-,-,-,0.9,50.1,-,-,-,-,-,0.7,306,32.7,64.3
1.7,5.1,29.9,24.8,-,-,2.5,2.2,0.3,65,33,0.7,70,30.5,79.6
1,4,28,24,0.79,68.2,2.6,2.3,0.4,87,36,0.7,59,31.4,75.1
1.4,3.1,20.2,17.1,0.87,51,3,2.1,0.9,54,24,0.4,327,33,63.9
2.2,10.3,36.7,26.4,1.44,33.1,2.8,2.2,0.6,59,17,0.6,210,32.8,66.3
2.8,17.3,42.5,25.2,1.55,21.5,3.1,2.3,0.8,47,14,1.1,194,31.9,72.8
2.8,14.5,35.8,21.3,1.63,19.2,2.7,2.3,0.4,51,13,1.4,192,31.1,78.1
1.5,6.2,20.4,14.2,1.18,24.7,2.6,2.3,0.3,55,26,1.6,194,29.9,78.8
1.4,8.9,28.6,19.7,1.03,20.8,2.4,2.2,0.2,37,10,0.8,184,29.8,76.1
1,7.2,24.7,17.5,0.84,22,2.3,2.1,0.2,42,15,0.9,178,29.6,76.5
0.9,3.8,17.8,14.1,0.55,24.1,2.3,2.1,0.1,35,12,0.6,172,29.3,76.9
0.9,2.2,12,9.8,0.57,27.8,2.2,2.1,0.1,32,16,0.4,173,29.3,76.5
0.8,1.7,10.4,8.8,0.51,28.7,2.2,2.1,0.1,35,10,0.3,168,29.4,75.7
0.8,1.2,8.1,6.8,0.47,27.6,2.1,2.1,0.1,34,12,0.5,163,29.3,75.2
0.6,1.5,9,7.5,0.47,-,2.1,2.1,0.1,33,10,0.3,154,29.2,74.9
0.6,1.3,10.5,9.2,0.48,21.4,2.3,2.2,0.1,33,12,0.2,113,28.9,77.2
-,1.6,11.9,10.3,0.52,18.5,2.4,2.2,0.2,34,13,0.2,64,28.8,77.8
0.9,8.1,25,16.9,0.76,11.8,2.5,2.3,0.2,41,11,0.4,70,28.9,78.4
1.1,8.8,24.7,15.8,0.77,18.1,2.5,2.3,0.2,35,11,0.4,43,29.7,72.5
1,13.9,31.8,17.9,1.05,24.5,2.4,2.2,0.2,33,7,0.8,167,30.7,67.6
0.9,9.6,26.3,16.7,0.76,34.9,2.5,2.1,0.3,38,14,0.6,206,31.4,64.3
0.9,3.1,15.1,12,0.59,47.9,2.5,2.1,0.4,41,15,0.6,249,32.6,58.3
0.6,4.4,22.3,18,0.68,55.4,2.5,2.1,0.4,38,16,0.7,315,33.5,55.4
0.9,3,21.7,18.6,0.77,54.9,2.5,2.1,0.4,56,21,0.8,298,32.5,63.3
1.7,8.4,36.7,28.2,0.93,40.4,3.2,2.1,1.1,64,20,0.5,213,31.3,72.9
1.3,5.1,26.1,21,0.77,35,3,2,1,53,11,0.7,292,32,67.4
0.9,4,29,24.9,0.77,37.8,2.5,2.2,0.3,58,14,0.7,31,31.9,68.4
0.9,6.1,30,24,0.82,36.1,2.6,2.2,0.4,56,15,0.6,47,32.3,66.3
0.7,3.3,18.9,15.6,0.79,31.9,2.3,2.1,0.2,46,9,0.5,12,32.4,62.3
0.8,3.5,27.5,24,1.02,22.7,2.5,2.2,0.3,45,8,0.4,39,32,63.7
0.7,18.2,48.2,30,1.62,20.8,2.7,2.3,0.4,61,13,1,171,31,73.5
0.8,14.4,40.4,26,1.14,18.7,2.5,2.3,0.2,58,20,0.9,166,30.2,76.6
1,14.1,36.9,22.8,1.07,15.4,2.5,2.2,0.3,56,14,0.8,171,29.8,77
1.2,7.3,24.3,17,0.82,17.8,2.3,2.2,0.1,56,17,0.8,178,29.4,78.4
1.2,4.9,19.6,14.7,0.68,20.3,2.3,2.2,0.1,50,15,0.6,175,29.2,79.2
0.8,2.5,11.1,8.6,0.6,24.6,2.2,2.2,0.1,56,15,0.6,159,28.9,80.8
0.6,2,9.4,7.4,0.56,23.9,2.2,2.1,0.1,65,11,0.4,181,28.8,80.5
0.7,1.4,8.4,7,0.51,24.1,2.1,2.1,0,61,13,0.2,190,28.8,80
0.7,1.1,7.4,6.4,0.47,-,2.1,2.1,0.1,52,11,0.1,331,28.9,78.6
0.7,1,7.2,6.2,0.51,21.2,2.2,2.1,0.1,25,3,0.1,337,28.3,77.7
-,1.2,8.5,7.3,0.61,16.4,2.2,2.1,0.2,26,5,0.1,333,28.3,77.6
1.1,9.8,22.8,13,0.76,8.4,2.4,2.2,0.2,34,5,0.4,64,28.8,68.4
1.2,15.7,32.2,16.6,1.06,15.4,2.5,2.3,0.3,39,9,0.6,70,30,61.2
1.1,17.3,41.1,23.8,1.24,23.7,2.6,2.3,0.3,38,8,0.6,120,30.5,65.2
1.3,13.8,39.4,25.6,0.98,30.2,2.9,2.3,0.6,57,17,0.7,187,31.1,66.1
1.3,9.7,34,24.4,0.9,41.3,2.8,2.3,0.4,66,18,0.9,186,31.6,65.6
1,3.1,23.5,20.4,0.84,49.9,3,2.4,0.6,62,15,0.6,285,32,63.6
0.9,4.2,17.5,13.3,0.64,59.1,2.4,2.1,0.3,48,17,0.9,320,33.6,53.6
0.7,4,20.7,16.7,0.63,64.2,2.4,2.1,0.3,49,19,0.9,87,34.4,50.9
0.7,3.2,16.4,13.2,0.6,58.2,2.5,2.1,0.4,46,14,0.9,298,35.1,53.4
0.7,4.1,18.6,14.5,0.61,42.7,2.4,2.1,0.3,43,6,1,322,34.6,58.2
0.7,4.4,22.5,18,0.77,41.7,2.6,2.2,0.5,39,14,0.8,297,34.7,57.5
